a,b,c,a^2 + b^2 - c^2,2ab,C,COS,Degrees
517,179,369,163169,185086,0.88,0.491587186,28.16587101
343,629,684,45434,431494,0.11,1.465306156,83.95585843
15,434,441,-5900,13020,-0.45,2.041091016,116.9459008
863,214,724,266389,369364,0.72,0.765248887,43.84553149
409,374,130,290257,305932,0.95,0.321498027,18.42048009
336,409,640,-129423,274848,-0.47,2.061094964,118.0920426
712,160,688,59200,227840,0.26,1.307948662,74.93993814
665,5,666,-1306,6650,-0.20,1.76847218,101.3259921
489,34,515,-24948,33252,-0.75,2.419267701,138.6138288
619,20,637,-22208,24760,-0.90,2.683574407,153.7574875
54,581,628,-53907,62748,-0.86,2.604310939,149.2160253
138,904,899,28059,249504,0.11,1.458098803,83.5429075
429,808,403,674496,693264,0.97,0.233216534,13.3623231
911,255,946,30,464610,0.00,1.570731757,89.9963004
620,704,884,98560,872960,0.11,1.457651849,83.51729895
166,736,895,-231773,244352,-0.95,2.819329218,161.5356653
938,191,1022,-128159,358316,-0.36,1.936568319,110.9571914
226,474,565,-43473,214248,-0.20,1.775124865,101.7071629
300,686,959,-359085,411600,-0.87,2.630913045,150.7402137
186,760,930,-252704,282720,-0.89,2.676614479,153.3587131
782,416,655,355555,650624,0.55,0.992637342,56.87393028
64,894,952,-102972,114432,-0.90,2.690229149,154.1387761
749,904,703,884008,1354192,0.65,0.85952985,49.24743279
862,440,548,636340,758560,0.84,0.575575974,32.9780741
192,957,1031,-110248,367488,-0.30,1.875493545,107.4578646
382,292,348,110084,223088,0.49,1.054738149,60.43204444
374,128,309,60779,95744,0.63,0.883037094,50.59429862
334,747,466,452409,498996,0.91,0.43554905,24.95512235
255,997,1066,-77322,508470,-0.15,1.723456566,98.74678743
248,823,794,108397,408208,0.27,1.302028661,74.60074709
59,466,455,13612,54988,0.25,1.320650842,75.66771944
757,552,654,450037,835728,0.54,1.002143972,57.41862007
556,665,909,-74920,739480,-0.10,1.672284895,95.81486663
51,96,131,-5344,9792,-0.55,2.148082174,123.0760426
694,994,428,1286488,1379672,0.93,0.3696349,21.17851974
367,796,712,261361,584264,0.45,1.107014388,63.4272523
229,910,720,362141,416780,0.87,0.517816478,29.66869876
665,947,1520,-971366,1259510,-0.77,2.451560139,140.4640492
758,720,50,1090464,1091520,1.00,0.043991232,2.520511946
409,65,349,49705,53170,0.93,0.3630116,20.7990326
463,7,466,-2738,6482,-0.42,2.006888373,114.9862337
576,634,1088,-450012,730368,-0.62,2.234634163,128.0351063
217,496,357,165656,215264,0.77,0.692663147,39.68667496
257,992,832,357889,509888,0.70,0.792738636,45.42057811
23,447,449,-1263,20562,-0.06,1.632259003,93.52155194
820,260,962,-185444,426400,-0.43,2.020730424,115.7793248
346,738,636,259864,510696,0.51,1.03695627,59.4132178
539,748,223,800296,806344,0.99,0.122555424,7.021908549
965,729,1496,-775350,1406970,-0.55,2.154451696,123.4409893
75,372,324,39033,55800,0.70,0.79607616,45.61180415
312,662,853,-192021,413088,-0.46,2.054253429,117.7000515
613,65,580,43594,79690,0.55,0.991966449,56.83549093
132,506,510,13360,133584,0.10,1.470616868,84.26013981
515,762,985,-124356,784860,-0.16,1.729910411,99.11656549
742,594,863,158631,881496,0.18,1.389854023,79.63276964
511,354,610,14337,361788,0.04,1.531157767,87.72887784
262,150,355,-34881,78600,-0.44,2.030607194,116.3452221
512,875,694,546133,896000,0.61,0.915337012,52.44494763
1,592,592,1,1184,0.00,1.569951732,89.95160829
9,541,542,-1002,9738,-0.10,1.673874639,95.90595222
772,827,507,1022864,1276888,0.80,0.641732226,36.76854815
608,421,691,69424,511936,0.14,1.434766495,82.20606474
158,237,205,39108,74892,0.52,1.021377172,58.52060122
600,328,687,-4385,393600,-0.01,1.581937309,90.63833128
987,38,987,1444,75012,0.02,1.551544884,88.8969736
998,974,1859,-1511201,1944104,-0.78,2.461199083,141.01632
254,32,273,-8989,16256,-0.55,2.156715001,123.5706672
388,962,1156,-260348,746512,-0.35,1.927036134,110.4110375
165,113,201,-407,37290,-0.01,1.581710998,90.62536458
256,614,770,-150368,314368,-0.48,2.069535188,118.5756318
541,219,457,131793,236958,0.56,0.981005533,56.20747675
464,130,451,28795,120640,0.24,1.329784485,76.19103866
963,423,568,783674,814698,0.96,0.276855698,15.86266306
351,167,209,107409,117234,0.92,0.412320817,23.62424261
611,510,168,605197,623220,0.97,0.241079377,13.81283085
99,47,144,-8726,9306,-0.94,2.78667359,159.6646356
522,828,736,416372,864432,0.48,1.068235614,61.20539219
182,734,655,142855,267176,0.53,1.00666138,57.67744848
99,611,644,-31614,120978,-0.26,1.835186044,105.1484149
733,119,741,2369,174454,0.01,1.557216398,89.22192742
736,399,640,291297,587328,0.50,1.05184491,60.26627406
773,365,588,385010,564290,0.68,0.819904511,46.97706808
980,717,1673,-1324440,1405320,-0.94,2.800672095,160.4666909
867,598,1249,-450708,1036932,-0.43,2.020451833,115.7633628
486,63,433,52676,61236,0.86,0.535109206,30.65949906
732,746,83,1085451,1092144,0.99,0.110766262,6.34643931
411,548,702,-23579,450456,-0.05,1.623164995,93.00050368
104,116,111,11951,24128,0.50,1.052597034,60.3093676
249,586,410,237297,291828,0.81,0.621269921,35.59614442
249,151,399,-74399,75198,-0.99,2.995687532,171.6402523
121,195,303,-39143,47190,-0.83,2.548966246,146.045008
290,751,1034,-421055,435580,-0.97,2.882620306,165.1619775
195,362,505,-85956,141180,-0.61,2.225393558,127.5056586
864,700,1484,-965760,1209600,-0.80,2.495450688,142.9787924
125,907,831,147713,226750,0.65,0.861321379,49.35007982
987,133,991,9777,262542,0.04,1.533547958,87.86582568
873,791,1505,-877215,1381086,-0.64,2.259016121,129.4320896
448,636,305,512175,569856,0.90,0.45381835,26.0018761
376,422,564,1364,317344,0.00,1.566498139,89.75373196
995,983,1768,-1169510,1956170,-0.60,2.211621414,126.7165729
875,532,687,576680,931000,0.62,0.902792664,51.72620941
699,569,307,718113,795462,0.90,0.444647912,25.47644874
816,534,1223,-544717,871488,-0.63,2.245982248,128.6853037
475,681,970,-251514,646950,-0.39,1.970091263,112.8779146
744,551,348,736033,819888,0.90,0.456220863,26.13953
369,869,1089,-294599,641322,-0.46,2.048073201,117.3459506
96,20,81,3055,3840,0.80,0.650843705,37.2905974
150,154,93,37567,46200,0.81,0.621272333,35.59628258
819,577,638,596646,945126,0.63,0.887584433,50.854842
344,477,433,158376,328176,0.48,1.067181503,61.14499612
977,125,1065,-164071,244250,-0.67,2.307343211,132.2010279
350,335,418,60001,234500,0.26,1.312051044,75.17498732
469,659,608,284578,618142,0.46,1.092377148,62.58860024
959,119,996,-58174,228242,-0.25,1.828518475,104.7663914
226,522,673,-129369,235944,-0.55,2.151130985,123.2507266
910,516,1186,-312240,939120,-0.33,1.909729845,109.4194601
651,99,636,29106,128898,0.23,1.343025537,76.94969506
306,757,903,-148724,463284,-0.32,1.897603921,108.7246958
544,806,476,718996,876928,0.82,0.609554557,34.9249035
657,15,657,225,19710,0.01,1.559380554,89.34592438
522,943,518,893409,984492,0.91,0.433545,24.8402987
484,673,1132,-594239,651464,-0.91,2.719318774,155.8054889
469,310,185,281836,290780,0.97,0.248666998,14.24756947
166,862,943,-118649,286184,-0.41,1.998288444,114.4934941
920,543,887,354480,999120,0.35,1.20810451,69.21928961
919,451,1070,-96938,828938,-0.12,1.688006923,96.71567248
134,907,860,101005,243076,0.42,1.142272589,65.44739842
540,879,482,831917,949320,0.88,0.502607718,28.79730102
638,512,949,-231413,653312,-0.35,1.932870983,110.7453497
68,656,654,7244,89216,0.08,1.489510644,85.34267346
794,171,954,-250439,271548,-0.92,2.744693793,157.2593704
359,238,476,-41051,170884,-0.24,1.813396316,103.8999555
401,872,629,525544,699344,0.75,0.720491746,41.28113624
67,234,292,-26019,31356,-0.83,2.549533599,146.077515
489,613,402,453286,599514,0.76,0.713479707,40.87937597
926,641,1236,-259339,1187132,-0.22,1.791030797,102.6185056
229,279,263,61113,127782,0.48,1.072124142,61.42818845
420,408,747,-215145,342720,-0.63,2.249465115,128.8848572
678,619,930,-22055,839364,-0.03,1.597075198,91.50566842
254,956,1016,-53804,485648,-0.11,1.681812284,96.36074578
437,121,435,16385,105754,0.15,1.41523463,81.08697131
373,769,599,371689,573674,0.65,0.865959182,49.61580636
502,765,1254,-735287,768060,-0.96,2.84841422,163.2021131
869,340,715,359536,590920,0.61,0.916710122,52.52362102
525,504,151,506840,529200,0.96,0.291730699,16.7149378
473,682,669,241292,645172,0.37,1.187481928,68.03770271
368,546,684,-34316,401856,-0.09,1.656294225,94.89866872
893,727,1210,-138122,1298422,-0.11,1.6773748,96.1064967
785,341,518,464182,535370,0.87,0.521585515,29.88464869
367,465,746,-205602,341310,-0.60,2.217289282,127.0413178
750,472,888,-3260,708000,0.00,1.575400863,90.26382048
541,796,353,801688,861272,0.93,0.374150039,21.43721813
875,554,1207,-384308,969500,-0.40,1.97838658,113.3532013
86,995,930,132521,171140,0.77,0.685120754,39.25452768
913,936,1838,-1668579,1709136,-0.98,2.923308525,167.4932407
213,141,214,19454,60066,0.32,1.240971747,71.10244359
555,436,681,34360,483960,0.07,1.499738942,85.92871176
620,980,1008,328736,1215200,0.27,1.296863115,74.30478308
447,751,868,10386,671394,0.02,1.555326403,89.11363864
812,794,1215,-186445,1289456,-0.14,1.715896937,98.31365255
915,474,1227,-443628,867420,-0.51,2.107648939,120.7593889
335,523,579,50513,350410,0.14,1.426138346,81.71170824
762,443,771,182452,675132,0.27,1.29714737,74.32106973
463,66,492,-23339,61116,-0.38,1.962626324,112.4502051
692,534,504,510004,739056,0.69,0.80920378,46.36396135
820,985,1122,383741,1615400,0.24,1.330951714,76.25791595
318,901,691,435444,573036,0.76,0.707653321,40.54554866
945,918,1442,-343615,1735020,-0.20,1.770161082,101.422759
410,241,282,146657,197620,0.74,0.734574259,42.08800478
46,573,582,-8279,52716,-0.16,1.72849828,99.03565633
633,674,700,364965,853284,0.43,1.128829548,64.67716887
453,355,758,-243330,321630,-0.76,2.428821386,139.1612146
508,441,195,414520,448056,0.93,0.389359942,22.30868137
137,801,779,53529,219474,0.24,1.32441438,75.88335427
472,25,481,-7952,23600,-0.34,1.914471005,109.6911086
678,884,589,894219,1198704,0.75,0.728778891,41.75595464
168,123,203,2144,41328,0.05,1.518895367,87.02629407
51,410,390,18601,41820,0.44,1.109859695,63.59027639
715,347,549,330233,496210,0.67,0.842618663,48.27849313
911,635,1132,-48278,1156970,-0.04,1.612536408,92.39153047
65,374,402,-17503,48620,-0.36,1.939059811,111.0999434
447,698,441,492532,624012,0.79,0.66112997,37.87995698
444,90,444,8100,79920,0.10,1.469270653,84.1830074
86,514,541,-21089,88408,-0.24,1.811660314,103.8004899
840,472,1228,-579600,792960,-0.73,2.390483246,136.964601
133,539,505,53185,143374,0.37,1.190761413,68.22560337
351,588,501,217944,412776,0.53,1.014557454,58.12986021
507,608,359,497832,616512,0.81,0.630898791,36.147838
589,542,796,7069,638476,0.01,1.559724424,89.36562668
808,151,658,242701,244016,0.99,0.103863738,5.950953844
109,861,828,67618,187698,0.36,1.202261621,68.88451675
362,776,557,422971,561824,0.75,0.71840999,41.16186038
72,533,512,27129,76752,0.35,1.209525724,69.30071918
111,124,96,18481,27528,0.67,0.834763738,47.82843906
344,630,853,-212373,433440,-0.49,2.082852733,119.3386709
311,410,307,170572,255020,0.67,0.83812569,48.02106475
472,714,504,478564,674016,0.71,0.781271487,44.76355883
966,526,1322,-537852,1016232,-0.53,2.128525706,121.9555395
472,886,594,654944,836384,0.78,0.671215704,38.45782701
327,593,482,226254,387822,0.58,0.947891962,54.31020885
341,268,144,167369,182776,0.92,0.413536116,23.69387412
256,184,413,-71177,94208,-0.76,2.427259571,139.0717292
713,541,409,633769,771466,0.82,0.606737647,34.76350643
671,289,462,320318,387838,0.83,0.598987853,34.31947598
553,377,756,-123598,416962,-0.30,1.871743658,107.2430119
271,892,844,156769,483464,0.32,1.240564865,71.07913096
335,701,516,337370,469670,0.72,0.769422083,44.08463803
461,307,497,59761,283054,0.21,1.358066142,77.81145821
6,160,162,-608,1920,-0.32,1.893009559,108.4614583
528,78,605,-81157,82368,-0.99,2.969904099,170.1629705
343,114,361,324,78204,0.00,1.566653304,89.7626223
101,116,46,21541,23432,0.92,0.404502277,23.1762733
641,228,679,1824,292296,0.01,1.564556037,89.64245771
935,676,651,907400,1264120,0.72,0.770142303,44.12590359
987,412,1170,-224987,813288,-0.28,1.851090944,106.0596986
988,93,1037,-90576,183768,-0.49,2.086195641,119.5302055
940,545,732,644801,1024600,0.63,0.890118763,51.0000484
597,941,1351,-583311,1123554,-0.52,2.116671139,121.2763229
172,868,849,62207,298592,0.21,1.360924593,77.97523542
835,7,836,-1622,11690,-0.14,1.7099965,97.97558246
17,620,627,-8440,21080,-0.40,1.982727286,113.6019054
442,826,395,721615,730184,0.99,0.153352037,8.786424477
533,961,1176,-175366,1024426,-0.17,1.742828263,99.85670389
228,549,382,207461,250344,0.83,0.594008737,34.0341936
101,141,141,10201,28482,0.36,1.204504172,69.01300548
626,38,605,27295,47576,0.57,0.959763588,54.9904029
639,232,808,-190719,296496,-0.64,2.269522749,130.034075
911,849,1120,296322,1546878,0.19,1.378043641,78.9560846
670,574,993,-207673,769160,-0.27,1.844189088,105.6642514
493,501,107,482601,493986,0.98,0.215110618,12.32493055
657,259,915,-338495,340326,-0.99,3.037814363,174.053942
35,613,640,-32606,42910,-0.76,2.433908664,139.4526941
136,687,582,151741,186864,0.81,0.62315752,35.70429589
450,155,523,-47004,139500,-0.34,1.914467908,109.6909311
246,649,415,309492,319308,0.97,0.24859722,14.24357152
262,196,432,-79564,102704,-0.77,2.457024701,140.7771455
454,691,410,515497,627428,0.82,0.606578232,34.75437266
234,84,157,37163,39312,0.95,0.332176702,19.03232307
279,139,358,-31002,77562,-0.40,1.98199246,113.559803
618,533,272,592029,658788,0.90,0.454082378,26.01700383
273,890,648,446725,485940,0.92,0.404496328,23.17593243
721,650,863,197572,937300,0.21,1.35841488,77.83143947
338,625,847,-212540,422500,-0.50,2.0979243,120.2022081
339,874,1192,-542067,592572,-0.91,2.725734168,156.1730639
662,169,558,155441,223756,0.69,0.80280783,45.99750044
270,19,273,-1268,10260,-0.12,1.694699858,97.09914939
394,406,473,96343,319928,0.30,1.26490879,72.47393512
839,952,1117,362536,1597456,0.23,1.341855778,76.88267279
917,390,723,470260,715260,0.66,0.853343952,48.89300694
345,962,857,310020,663780,0.47,1.08484209,62.15687318
584,359,675,14312,419312,0.03,1.536657594,88.04399469
597,215,630,5734,256710,0.02,1.54845798,88.72010703
755,144,811,-66960,217440,-0.31,1.88383076,107.9355518
906,452,1110,-206960,819024,-0.25,1.826256844,104.6368095
953,75,1011,-108287,142950,-0.76,2.430296886,139.2457545
710,661,1236,-586675,938620,-0.63,2.245979041,128.6851199
553,798,487,705444,882588,0.80,0.644683063,36.93761861
108,622,691,-78933,134352,-0.59,2.198773349,125.980433
123,735,797,-79855,180810,-0.44,2.028234874,116.2092982
319,765,838,-15258,488070,-0.03,1.60206333,91.79146734
88,96,12,16816,16896,1.00,0.097350806,5.577790293
866,183,748,223941,316956,0.71,0.786204262,45.04618603
713,746,514,800689,1063796,0.75,0.718685919,41.17766994
11,883,886,-5186,19426,-0.27,1.841035362,105.4835561
574,508,1021,-454901,583184,-0.78,2.465510043,141.2633198
517,572,534,309317,591448,0.52,1.020449849,58.46746955
413,420,748,-212535,346920,-0.61,2.230185307,127.7802056
856,285,685,344736,487920,0.71,0.786196487,45.04574056
927,533,1344,-662918,988182,-0.67,2.306145387,132.1323976
855,41,835,35481,70110,0.51,1.040167073,59.59718325
666,367,637,172476,488844,0.35,1.210208611,69.33984573
270,303,409,-2572,163620,-0.02,1.586516324,90.90068949
457,291,168,265306,265974,1.00,0.070888302,4.061600521
460,583,229,499048,536360,0.93,0.375198816,21.49730865
38,729,714,23089,55404,0.42,1.140941475,65.37113117
828,881,1039,382224,1458936,0.26,1.305714551,74.81193301
594,703,891,53164,835164,0.06,1.507096298,86.35025719
939,861,1157,284393,1616958,0.18,1.39399517,79.87003991
230,205,87,87356,94300,0.93,0.386158641,22.12526037
718,122,753,-36601,175192,-0.21,1.781266128,102.0590313
337,169,492,-99934,113906,-0.88,2.641081639,151.3228312
470,368,821,-317717,345920,-0.92,2.734989613,156.7033618
36,125,151,-5880,9000,-0.65,2.282775382,130.7933949
400,891,1286,-699915,712800,-0.98,2.951165114,169.0893057
543,837,612,620874,908982,0.68,0.818875118,46.91808819
693,179,672,60706,248094,0.24,1.323596869,75.83651435
29,650,659,-10940,37700,-0.29,1.865217184,106.8690725
151,809,870,-79618,244318,-0.33,1.902737203,109.0188113
135,618,536,112853,166860,0.68,0.828022834,47.4422137
763,628,1361,-875768,958328,-0.91,2.7234629,156.0429298
952,205,872,187945,390320,0.48,1.068413655,61.2155932
793,270,853,-25860,428220,-0.06,1.631222612,93.46217113
720,389,493,426672,560160,0.76,0.70486866,40.38599932
296,564,534,120556,333888,0.36,1.201384302,68.83425007
228,622,483,205579,283632,0.72,0.760039341,43.5470465
283,264,368,14361,149424,0.10,1.47453869,84.48484369
863,836,428,1260481,1442936,0.87,0.508341497,29.12582233
998,126,1098,-193724,251496,-0.77,2.450086793,140.3796327
849,216,916,-71599,366768,-0.20,1.76727406,101.2573449
56,148,126,9164,16576,0.55,0.98501875,56.43741713
528,841,1101,-226136,888096,-0.25,1.828261534,104.7516697
245,833,1059,-367567,408170,-0.90,2.691770146,154.2270688
521,620,967,-279248,646040,-0.43,2.017777965,115.6101614
860,476,937,88207,818720,0.11,1.462849117,83.81508044
300,660,567,204111,396000,0.52,1.029284841,58.97367732
593,941,418,1062406,1116026,0.95,0.311240133,17.83274604
104,535,485,61816,111280,0.56,0.981832603,56.25486432
415,257,544,-57662,213310,-0.27,1.844521916,105.683321
349,810,1066,-358455,565380,-0.63,2.257520388,129.3463904
178,876,769,207699,311856,0.67,0.841950257,48.24019628
679,373,981,-362191,506534,-0.72,2.367474624,135.6463041
437,37,452,-11966,32338,-0.37,1.949836636,111.71741
495,888,502,781565,879120,0.89,0.475571786,27.24825619
515,343,840,-322726,353290,-0.91,2.722571169,155.9918374
710,679,365,831916,964180,0.86,0.529969884,30.36503764
527,636,682,217101,670344,0.32,1.240984439,71.10317081
410,956,660,646436,783920,0.82,0.601266455,34.45003021
829,499,1231,-579119,827342,-0.70,2.346159297,134.4250258
97,836,742,157741,162184,0.97,0.234609514,13.44213497
169,49,189,-4759,16562,-0.29,1.862249611,106.6990431
169,547,396,170954,184886,0.92,0.390692764,22.38504645
30,822,840,-29016,49320,-0.59,2.199777445,126.0379635
841,408,1219,-612216,686256,-0.89,2.672790713,153.1396274
639,821,1313,-641607,1049238,-0.61,2.228748826,127.6979014
314,22,332,-11144,13816,-0.81,2.509175409,143.765161
524,396,424,251616,415008,0.61,0.919406893,52.67813463
484,611,254,543061,591448,0.92,0.407312128,23.33726588
547,972,1201,-198408,1063368,-0.19,1.758480779,100.753527
944,827,625,1184440,1561376,0.76,0.709654104,40.66018507
411,825,1030,-211354,678150,-0.31,1.887738621,108.1594558
31,634,657,-28732,39308,-0.73,2.390502517,136.9657051
252,880,959,-81777,443520,-0.18,1.756239131,100.62509
88,461,378,77381,81136,0.95,0.305423541,17.49947987
909,851,1607,-1031967,1547118,-0.67,2.301005376,131.8378967
160,605,553,85816,193600,0.44,1.111559134,63.68764704
240,541,758,-224283,259680,-0.86,2.613341649,149.7334469
688,27,674,19797,37152,0.53,1.008813649,57.80076437
660,757,413,838080,999240,0.84,0.575872614,32.99507031
616,67,557,73696,82544,0.89,0.467253705,26.77166525
650,473,739,100108,614900,0.16,1.407264716,80.63032891
871,308,726,326429,536536,0.61,0.91675218,52.5260308
732,799,610,802125,1169736,0.69,0.815187885,46.70682535
823,180,746,153213,296280,0.52,1.027310931,58.86058061
767,204,727,101376,312936,0.32,1.240893366,71.09795272
944,773,1009,470584,1459424,0.32,1.242484991,71.18914609
956,476,514,876316,910112,0.96,0.273371599,15.66303885
484,411,452,198873,397848,0.50,1.047345566,60.0084806
604,419,993,-445672,506152,-0.88,2.647733768,151.7039702
483,745,1166,-571242,719670,-0.79,2.487755041,142.5378643
306,919,888,149653,562428,0.27,1.301468208,74.56863552
842,177,888,-48251,298068,-0.16,1.733390968,99.31598674
406,891,1027,-96012,723492,-0.13,1.703895335,97.62601145
112,848,795,99623,189952,0.52,1.018710775,58.36782794
54,882,843,70191,95256,0.74,0.742372152,42.53479114
65,674,610,86401,87620,0.99,0.167001365,9.56847337
615,346,541,205260,425580,0.48,1.067510535,61.16384821
638,931,1435,-785420,1187956,-0.66,2.293150112,131.3878232
653,820,438,906965,1070920,0.85,0.56066316,32.12363281
53,313,343,-16871,33178,-0.51,2.104237729,120.563941
6,693,689,5564,8316,0.67,0.837837346,48.00454385
861,326,678,387913,561372,0.69,0.80791259,46.28998161
735,869,359,1166505,1277430,0.91,0.419812213,24.05346799
62,889,907,-28484,110236,-0.26,1.832152687,104.9746164
261,833,744,208474,434826,0.48,1.070777168,61.35101254
313,273,190,136398,170898,0.80,0.646619303,37.04855699
227,785,984,-300502,356390,-0.84,2.573972869,147.477782
210,683,741,-38492,286860,-0.13,1.705386218,97.71143274
364,378,624,-113996,275184,-0.41,1.997919051,114.4723295
363,217,356,52122,157542,0.33,1.233597352,70.67992188
969,255,917,163097,494190,0.33,1.234462098,70.72946819
903,806,903,649636,1455636,0.45,1.108180902,63.49408861
988,4,988,16,7904,0.00,1.568772034,89.88401656
469,593,590,223510,556234,0.40,1.157284876,66.30753909
910,839,730,999121,1526980,0.65,0.85752414,49.13251404
329,384,292,170433,252672,0.67,0.830478339,47.58290381
800,463,667,409480,740800,0.55,0.985131206,56.44386035
895,981,456,1555450,1755990,0.89,0.482588545,27.65028688
309,793,758,149766,490074,0.31,1.260229132,72.20581046
855,560,488,806481,957600,0.84,0.569464459,32.62791007
617,90,530,107889,111060,0.97,0.239537257,13.72447388
478,149,513,-12484,142444,-0.09,1.658550372,95.0279364
205,617,435,233489,252970,0.92,0.395014802,22.63268098
601,829,914,213046,996458,0.21,1.355329697,77.65467149
225,96,217,12752,43200,0.30,1.271146992,72.83135779
732,220,842,-124740,322080,-0.39,1.968492214,112.7862959
555,607,1044,-413462,673770,-0.61,2.231477095,127.8542196
731,731,1211,-397799,1068722,-0.37,1.952195364,111.8525551
744,181,647,167688,269328,0.62,0.898714668,51.49255748
907,793,1010,431398,1438502,0.30,1.266214876,72.54876833
530,874,464,829480,926440,0.90,0.461599388,26.44769676
475,778,604,466093,739100,0.63,0.888441435,50.90394456
470,549,785,-93924,516060,-0.18,1.753818495,100.4863978
394,160,473,-42893,126080,-0.34,1.917930828,109.8893418
338,36,317,15051,24336,0.62,0.904006651,51.79576577
986,51,1007,-39252,100572,-0.39,1.971740224,112.9723931
2,341,341,4,1364,0.00,1.567863771,89.83197695
615,395,809,-120231,485850,-0.25,1.820859602,104.3275703
700,148,847,-205505,207200,-0.99,3.013595155,172.6662836
119,809,744,115106,192542,0.60,0.930013934,53.28587329
187,673,591,138617,251702,0.55,0.987571288,56.58366674
650,645,1019,-199836,838500,-0.24,1.811437714,103.7877359
634,425,586,239185,538900,0.44,1.11091775,63.65089845
852,79,877,-36984,134616,-0.27,1.849112524,105.9463435
135,837,757,145745,225990,0.64,0.869880452,49.84047857
569,557,420,457610,633866,0.72,0.764201786,43.78553706
64,255,299,-20280,32640,-0.62,2.241227037,128.4128502
133,572,593,-6776,152152,-0.04,1.615345474,92.55247811
461,886,1026,-55159,816892,-0.07,1.638370744,93.87172893
593,638,1097,-444716,756668,-0.59,2.199045774,125.9960418
335,355,215,192025,237850,0.81,0.631171863,36.1634839
224,542,563,26971,242816,0.11,1.459490767,83.62266117
149,703,806,-133226,209494,-0.64,2.260024651,129.4898741
717,664,1366,-910971,952176,-0.96,2.846328941,163.0826354
875,151,831,97865,264250,0.37,1.191410491,68.26279278
71,336,406,-46899,47712,-0.98,2.956723231,169.4077623
958,322,1242,-521116,616952,-0.84,2.576730029,147.6357556
862,269,753,248396,463756,0.54,1.005557077,57.61417659
983,537,1447,-839151,1055742,-0.79,2.48954804,142.6405956
11,338,333,3476,7436,0.47,1.084385949,62.13073824
725,751,578,755542,1088950,0.69,0.804007715,46.06624879
865,999,1057,628977,1728270,0.36,1.198307775,68.65797807
53,144,130,6645,15264,0.44,1.120382584,64.19319351
741,922,1323,-351164,1366404,-0.26,1.83071159,104.8920476
327,278,597,-172196,181812,-0.95,2.814904088,161.282124
344,784,712,226048,539392,0.42,1.138365332,65.22352906
373,192,549,-125408,143232,-0.88,2.637387053,151.1111471
444,347,597,-38864,308136,-0.13,1.697259268,97.24579279
103,617,574,61822,127102,0.49,1.062835275,60.89597559
389,509,765,-174823,396002,-0.44,2.028032625,116.1977101
712,180,646,122028,256320,0.48,1.074608258,61.57051782
895,357,963,1105,639030,0.00,1.569067143,89.90092505
303,236,116,134049,143016,0.94,0.355993424,20.39692073
73,179,117,23681,26134,0.91,0.43673484,25.02306307
767,445,1014,-241882,682630,-0.35,1.93300276,110.7528999
503,712,1125,-505672,716272,-0.71,2.354598884,134.9085785
871,858,1452,-613499,1494636,-0.41,1.993762641,114.2341847
606,783,671,530084,948996,0.56,0.97813135,56.04279819
308,827,658,345829,509432,0.68,0.824598089,47.24599032
976,326,1158,-282112,636352,-0.44,2.030103246,116.316348
255,83,176,40938,42330,0.97,0.257162625,14.73433309
932,863,1007,599344,1608632,0.37,1.189008754,68.12518343
238,274,451,-71681,130424,-0.55,2.152681414,123.3395596
23,975,965,19929,44850,0.44,1.110350189,63.61837958
918,8,913,9219,14688,0.63,0.892258728,51.12265935
304,828,702,285196,503424,0.57,0.968528762,55.49261039
699,442,1049,-416436,617916,-0.67,2.310320244,132.3715993
279,526,757,-218532,293508,-0.74,2.410659981,138.1206428
17,985,973,23785,33490,0.71,0.780997017,44.74783286
357,208,225,120088,148512,0.81,0.629013921,36.03984293
25,374,356,13765,18700,0.74,0.743511488,42.60007029
970,645,1446,-733991,1251300,-0.59,2.197629289,125.9148832
568,138,638,-65376,156768,-0.42,2.000964744,114.6468348
928,55,874,100333,102080,0.98,0.185273135,10.61536867
167,759,776,1794,253506,0.01,1.563719512,89.59452839
642,693,596,537197,889812,0.60,0.922637488,52.86323409
273,595,400,268554,324870,0.83,0.597667032,34.24379851
273,598,504,178117,326508,0.55,0.993785584,56.93971972
540,759,634,465725,819720,0.57,0.966538695,55.37858797
545,771,1296,-788150,840390,-0.94,2.78714514,159.6916534
50,518,547,-28385,51800,-0.55,2.1507354,123.2280613
869,265,1039,-254135,460570,-0.55,2.155297768,123.4894657
205,610,569,90364,250100,0.36,1.201122325,68.81923992
561,304,569,83376,341088,0.24,1.323852837,75.85118027
11,511,514,-2954,11242,-0.26,1.836682737,105.2341691
760,643,793,362200,977360,0.37,1.191151982,68.24798135
465,589,329,454905,547770,0.83,0.590850548,33.85324272
44,502,516,-12316,44176,-0.28,1.853334327,106.188235
992,518,1209,-209293,1027712,-0.20,1.775880394,101.7504515
357,956,983,75096,682584,0.11,1.460555943,83.68369127
361,822,565,486780,593484,0.82,0.609022764,34.89443402
319,656,801,-109504,418528,-0.26,1.835518157,105.1674436
389,784,911,-63944,609952,-0.10,1.675823788,96.01763026
73,602,614,-9263,87892,-0.11,1.676383115,96.04967731
979,943,1824,-1479286,1846394,-0.80,2.500053608,143.2425203
497,267,498,70294,265398,0.26,1.302734913,74.64121234
110,174,180,9976,38280,0.26,1.307146425,74.89397333
951,204,1098,-259587,388008,-0.67,2.303692333,131.991848
10,306,314,-4860,6120,-0.79,2.488350724,142.5719945
548,957,925,360528,1048872,0.34,1.219911065,69.89575543
